"accepted","author","kingdom","name","rank","base_url","IPNI_ID","search_name"
1,"Verdc.","Plantae","Mammea usambarensis","Species","/taxon/urn:lsid:ipni.org:","169663-1","Mammea usambarensis"
1,"Brummitt","Plantae","Baphia pauloi","Species","/taxon/urn:lsid:ipni.org:","480902-1","Baphia pauloi"
1,"Brummitt","Plantae","Baphia puguensis","Species","/taxon/urn:lsid:ipni.org:","480909-1","Baphia puguensis"
1,"Taub.","Plantae","Stuhlmannia moavi","Species","/taxon/urn:lsid:ipni.org:","519649-1","Stuhlmannia moavi"
1,"Leonard","Plantae","Zenkerella egregia","Species","/taxon/urn:lsid:ipni.org:","525927-1","Zenkerella egregia"
1,"(Brenan) Verdc.","Plantae","Kotschya platyphylla","Species","/taxon/urn:lsid:ipni.org:","501285-1","Kotschya platyphylla"
1,"Taub.","Plantae","Millettia micans","Species","/taxon/urn:lsid:ipni.org:","507251-1","Millettia micans"
1,"J.B.Gillett","Plantae","Millettia semseii","Species","/taxon/urn:lsid:ipni.org:","507518-1","Millettia semseii"
1,"Harms","Plantae","Millettia sericantha","Species","/taxon/urn:lsid:ipni.org:","507520-1","Millettia sericantha"
1,"Verdc.","Plantae","Erythrina haerdii","Species","/taxon/urn:lsid:ipni.org:","494444-1","Erythrina haerdii"
1,"Harms","Plantae","Cynometra brachyrrhachis","Species","/taxon/urn:lsid:ipni.org:","489376-1","Cynometra brachyrrhachis"
1,"Harms","Plantae","Cynometra engleri","Species","/taxon/urn:lsid:ipni.org:","489400-1","Cynometra engleri"
1,"Harms","Plantae","Cynometra longipedicellata","Species","/taxon/urn:lsid:ipni.org:","489440-1","Cynometra longipedicellata"
1,"Harms","Plantae","Cynometra ulugurensis","Species","/taxon/urn:lsid:ipni.org:","489502-1","Cynometra ulugurensis"
1,"Bremek.","Plantae","Pavetta axillipara","Species","/taxon/urn:lsid:ipni.org:","759533-1","Pavetta axillipara"
1,"Bremek.","Plantae","Pavetta sparsipila","Species","/taxon/urn:lsid:ipni.org:","760046-1","Pavetta sparsipila"
1,"(Taub.) Radlk.","Plantae","Camptolepis ramiflora","Species","/taxon/urn:lsid:ipni.org:","782172-1","Camptolepis ramiflora"
1,"(Engl.) Little","Plantae","Pierreodendron kerstingii","Species","/taxon/urn:lsid:ipni.org:","813984-1","Pierreodendron kerstingii"
1,"Oliv.","Plantae","Daniellia oblonga","Species","/taxon/urn:lsid:ipni.org:","490987-1","Daniellia oblonga"
1,"(Merr.) Merr.","Plantae","Zanthoxylum integrifoliolum","Species","/taxon/urn:lsid:ipni.org:","775789-1","Zanthoxylum integrifoliolum"
1,"Miq.","Plantae","Calophyllum tetrapterum","Species","/taxon/urn:lsid:ipni.org:","427316-1","Calophyllum tetrapterum"
1,"(Pilg.) de Laub.","Plantae","Prumnopitys harmsiana","Species","/taxon/urn:lsid:ipni.org:","688014-1","Prumnopitys harmsiana"
1,"Pilg.","Plantae","Polylepis multijuga","Species","/taxon/urn:lsid:ipni.org:","206504-2","Polylepis multijuga"
1,"Ruiz & Pav.","Plantae","Polylepis racemosa","Species","/taxon/urn:lsid:ipni.org:","727538-1","Polylepis racemosa"
1,"J.F.Macbr.","Plantae","Polylepis subsericans","Species","/taxon/urn:lsid:ipni.org:","206525-2","Polylepis subsericans"
1,"(Allemão) A.C.Sm.","Plantae","Amburana cearensis","Species","/taxon/urn:lsid:ipni.org:","11101-2","Amburana cearensis"
1,"L.","Plantae","Cedrela odorata","Species","/taxon/urn:lsid:ipni.org:","51010-2","Cedrela odorata"
1,"King","Plantae","Swietenia macrophylla","Species","/taxon/urn:lsid:ipni.org:","246905-2","Swietenia macrophylla"
1,"(L.) R.Br.","Plantae","Alstonia scholaris","Species","/taxon/urn:lsid:ipni.org:","60445977-2","Alstonia scholaris"
1,"J.Koenig ex Retz.","Plantae","Diospyros ebenum","Species","/taxon/urn:lsid:ipni.org:","322347-1","Diospyros ebenum"
1,"Cuatrec.","Plantae","Hirtella enneandra","Species","/taxon/urn:lsid:ipni.org:","123118-2","Hirtella enneandra"
1,"Standl.","Plantae","Eschweilera rimbachii","Species","/taxon/urn:lsid:ipni.org:","97455-2","Eschweilera rimbachii"
1,"Ruiz & Pav. ex O.Berg","Plantae","Gustavia pubescens","Species","/taxon/urn:lsid:ipni.org:","114971-2","Gustavia pubescens"
1,"S.A.Mori","Plantae","Gustavia serrata","Species","/taxon/urn:lsid:ipni.org:","114976-2","Gustavia serrata"
1,"W.C.Cheng","Plantae","Carpinus putoensis","Species","/taxon/urn:lsid:ipni.org:","107993-1","Carpinus putoensis"
1,"Chun","Plantae","Ostrya rehderiana","Species","/taxon/urn:lsid:ipni.org:","108053-1","Ostrya rehderiana"
1,"Roxb.","Plantae","Hopea odorata","Species","/taxon/urn:lsid:ipni.org:","320965-1","Hopea odorata"
1,"Gamble ex Prain","Plantae","Dalbergia oliveri","Species","/taxon/urn:lsid:ipni.org:","490372-1","Dalbergia oliveri"
1,"Miq.","Plantae","Shorea siamensis","Species","/taxon/urn:lsid:ipni.org:","321447-1","Shorea siamensis"
1,"(Colebr.) Kuntze","Plantae","Intsia bijuga","Species","/taxon/urn:lsid:ipni.org:","500954-1","Intsia bijuga"
1,"Royle ex Carrière","Plantae","Cupressus cashmeriana","Species","/taxon/urn:lsid:ipni.org:","676733-1","Cupressus cashmeriana"
1,"(Staunton ex D.Don) K.Koch","Plantae","Glyptostrobus pensilis","Species","/taxon/urn:lsid:ipni.org:","262131-1","Glyptostrobus pensilis"
1,"(King) Poopath, Sookch. & Santisuk","Plantae","Neobalanocarpus heimii","Species","/taxon/urn:lsid:ipni.org:","321115-1","Neobalanocarpus heimii"
1,"Chun & Kuang","Plantae","Cathaya argyrophylla","Species","/taxon/urn:lsid:ipni.org:","676696-1","Cathaya argyrophylla"
1,"Hu & W.C.Cheng","Plantae","Metasequoia glyptostroboides","Species","/taxon/urn:lsid:ipni.org:","828387-1","Metasequoia glyptostroboides"
1,"M.H.Wu","Plantae","Abies beshanzuensis","Species","/taxon/urn:lsid:ipni.org:","676549-1","Abies beshanzuensis"
1,"Y.J.Lu & L.K.Fu","Plantae","Abies yuanbaoshanensis","Species","/taxon/urn:lsid:ipni.org:","676629-1","Abies yuanbaoshanensis"
1,"L.K.Fu & S.L.Mo","Plantae","Abies ziyuanensis","Species","/taxon/urn:lsid:ipni.org:","676630-1","Abies ziyuanensis"
1,"Dode","Plantae","Carya sinensis","Species","/taxon/urn:lsid:ipni.org:","442199-1","Carya sinensis"
1,"Hung T.Chang","Plantae","Apterosperma oblata","Species","/taxon/urn:lsid:ipni.org:","829855-1","Apterosperma oblata"
1,"Hemsl.","Plantae","Bretschneidera sinensis","Species","/taxon/urn:lsid:ipni.org:","782165-1","Bretschneidera sinensis"
1,"(H.Lév.) Rehder","Plantae","Burretiodendron esquirolii","Species","/taxon/urn:lsid:ipni.org:","833397-1","Burretiodendron esquirolii"
1,"Merr. ex Sealy","Plantae","Camellia euphlebia","Species","/taxon/urn:lsid:ipni.org:","829902-1","Camellia euphlebia"
1,"Hance","Plantae","Camellia grijsii","Species","/taxon/urn:lsid:ipni.org:","828519-1","Camellia grijsii"
1,"Lindl.","Plantae","Camellia reticulata","Species","/taxon/urn:lsid:ipni.org:","828540-1","Camellia reticulata"
1,"Mast.","Plantae","Cephalotaxus oliveri","Species","/taxon/urn:lsid:ipni.org:","261821-1","Cephalotaxus oliveri"
1,"Siebold & Zucc. ex J.J.Hoffm. & J.H.Schult.bis","Plantae","Cercidiphyllum japonicum","Species","/taxon/urn:lsid:ipni.org:","77084481-1","Cercidiphyllum japonicum"
1,"Matsum.","Plantae","Chamaecyparis formosensis","Species","/taxon/urn:lsid:ipni.org:","261835-1","Chamaecyparis formosensis"
1,"H.T.Chang","Plantae","Chunia bucklandioides","Species","/taxon/urn:lsid:ipni.org:","430555-1","Chunia bucklandioides"
1,"W.W.Sm. & W.E.Evans","Plantae","Craigia yunnanensis","Species","/taxon/urn:lsid:ipni.org:","822874-1","Craigia yunnanensis"
1,"Dunn","Plantae","Dipentodon sinicus","Species","/taxon/urn:lsid:ipni.org:","324296-2","Dipentodon sinicus"
1,"Hand.-Mazz.","Plantae","Diplopanax stachyanthus","Species","/taxon/urn:lsid:ipni.org:","90391-1","Diplopanax stachyanthus"
1,"A.Henry","Plantae","Dipteronia dyeriana","Species","/taxon/urn:lsid:ipni.org:","782823-1","Dipteronia dyeriana"
1,"Diels","Plantae","Elaeagnus mollis","Species","/taxon/urn:lsid:ipni.org:","323759-1","Elaeagnus mollis"
1,"Oliv.","Plantae","Erythrophleum fordii","Species","/taxon/urn:lsid:ipni.org:","494635-1","Erythrophleum fordii"
1,"H.St.John","Plantae","Myrsine hosakae","Species","/taxon/urn:lsid:ipni.org:","589141-1","Myrsine hosakae"
1,"Hung T.Chang","Plantae","Euryodendron excelsum","Species","/taxon/urn:lsid:ipni.org:","20007901-1","Euryodendron excelsum"
1,"(W.W.Sm.) Hand.-Mazz.","Plantae","Firmiana major","Species","/taxon/urn:lsid:ipni.org:","823344-1","Firmiana major"
1,"(Dunn) A.Henry & H H.Thomas","Plantae","Fokienia hodginsii","Species","/taxon/urn:lsid:ipni.org:","262079-1","Fokienia hodginsii"
1,"Chun & F.C.How","Plantae","Garcinia paucinervis","Species","/taxon/urn:lsid:ipni.org:","428163-1","Garcinia paucinervis"
1,"L.","Plantae","Ginkgo biloba","Species","/taxon/urn:lsid:ipni.org:","262125-1","Ginkgo biloba"
1,"Rehder","Plantae","Heptacodium miconioides","Species","/taxon/urn:lsid:ipni.org:","148517-1","Heptacodium miconioides"
1,"(Merr.) Hand.-Mazz.","Plantae","Hopea chinensis","Species","/taxon/urn:lsid:ipni.org:","320865-1","Hopea chinensis"
1,"Merr. & Chun","Plantae","Hopea hainanensis","Species","/taxon/urn:lsid:ipni.org:","320907-1","Hopea hainanensis"
1,"(Dubard) H.J.Lam","Plantae","Madhuca pasquieri","Species","/taxon/urn:lsid:ipni.org:","787534-1","Madhuca pasquieri"
1,"Chun & S.K.Lee","Plantae","Malania oleifera","Species","/taxon/urn:lsid:ipni.org:","608018-1","Malania oleifera"
1,"(Sarg.) Rehder","Plantae","Malus komarovii","Species","/taxon/urn:lsid:ipni.org:","726319-1","Malus komarovii"
1,"(Dandy) V.S.Kumar","Plantae","Magnolia aromatica","Species","/taxon/urn:lsid:ipni.org:","77074646-1","Magnolia aromatica"
1,"Franch.","Plantae","Nouelia insignis","Species","/taxon/urn:lsid:ipni.org:","234614-1","Nouelia insignis"
1,"Hu & W.C.Cheng","Plantae","Pinus wangii","Species","/taxon/urn:lsid:ipni.org:","677119-1","Pinus wangii"
1,"Hu","Plantae","Rehderodendron macrocarpum","Species","/taxon/urn:lsid:ipni.org:","826665-1","Rehderodendron macrocarpum"
1,"Diels & Hand.-Mazz.","Plantae","Rhoiptelea chiliantha","Species","/taxon/urn:lsid:ipni.org:","719917-1","Rhoiptelea chiliantha"
1,"Hemsl.","Plantae","Sinowilsonia henryi","Species","/taxon/urn:lsid:ipni.org:","430761-1","Sinowilsonia henryi"
1,"R.Br.","Plantae","Tetrameles nudiflora","Species","/taxon/urn:lsid:ipni.org:","316103-1","Tetrameles nudiflora"
1,"Oliv.","Plantae","Loropetalum subcordatum","Species","/taxon/urn:lsid:ipni.org:","430726-1","Loropetalum subcordatum"
1,"Franch.","Plantae","Thuja sutchuenensis","Species","/taxon/urn:lsid:ipni.org:","320936-2","Thuja sutchuenensis"
1,"Chun","Plantae","Torreya jackii","Species","/taxon/urn:lsid:ipni.org:","828378-1","Torreya jackii"
1,"X.L.Mo","Plantae","Vatica guangxiensis","Species","/taxon/urn:lsid:ipni.org:","321642-1","Vatica guangxiensis"
1,"(Lour.) Spreng.","Plantae","Aquilaria sinensis","Species","/taxon/urn:lsid:ipni.org:","830849-1","Aquilaria sinensis"
1,"Hance ex Benth.","Plantae","Artocarpus hypargyreus","Species","/taxon/urn:lsid:ipni.org:","850393-1","Artocarpus hypargyreus"
1,"Kurz","Plantae","Calocedrus macrolepis","Species","/taxon/urn:lsid:ipni.org:","261793-1","Calocedrus macrolepis"
1,"(Champ. ex Benth.) A.DC.","Plantae","Castanopsis concinna","Species","/taxon/urn:lsid:ipni.org:","295383-1","Castanopsis concinna"
1,"Hayata","Plantae","Castanopsis kawakamii","Species","/taxon/urn:lsid:ipni.org:","358383-1","Castanopsis kawakamii"
1,"H.Lév.","Plantae","Cinnamomum mairei","Species","/taxon/urn:lsid:ipni.org:","463531-1","Cinnamomum mairei"
1,"(Hayata) Hayata","Plantae","Cinnamomum micranthum","Species","/taxon/urn:lsid:ipni.org:","463553-1","Cinnamomum micranthum"
1,"(H.Lév.) Airy Shaw","Plantae","Cleidiocarpon cavaleriei","Species","/taxon/urn:lsid:ipni.org:","341239-1","Cleidiocarpon cavaleriei"
1,"Franch.","Plantae","Corylus chinensis","Species","/taxon/urn:lsid:ipni.org:","295451-1","Corylus chinensis"
1,"H.H.Hsue","Plantae","Craigia kwangsiensis","Species","/taxon/urn:lsid:ipni.org:","833688-1","Craigia kwangsiensis"
1,"Hemsl.","Plantae","Quercus rex","Species","/taxon/urn:lsid:ipni.org:","296682-1","Quercus rex"
1,"T.C.Chen","Plantae","Dalbergia odorifera","Species","/taxon/urn:lsid:ipni.org:","490369-1","Dalbergia odorifera"
1,"Lour.","Plantae","Dimocarpus longan","Species","/taxon/urn:lsid:ipni.org:","782795-1","Dimocarpus longan"
1,"Blume","Plantae","Dipterocarpus retusus","Species","/taxon/urn:lsid:ipni.org:","320751-1","Dipterocarpus retusus"
1,"Oliv.","Plantae","Dipteronia sinensis","Species","/taxon/urn:lsid:ipni.org:","782824-1","Dipteronia sinensis"
1,"(Hance) M.Cheng","Plantae","Dysosma versipellis","Species","/taxon/urn:lsid:ipni.org:","107257-1","Dysosma versipellis"
1,"Hook.f. & Thomson","Plantae","Euptelea pleiosperma","Species","/taxon/urn:lsid:ipni.org:","554479-1","Euptelea pleiosperma"
1,"Hayata","Plantae","Fatsia polycarpa","Species","/taxon/urn:lsid:ipni.org:","90500-1","Fatsia polycarpa"
1,"Kosterm.","Plantae","Firmiana hainanensis","Species","/taxon/urn:lsid:ipni.org:","823337-1","Firmiana hainanensis"
1,"Chun","Plantae","Halesia macgregorii","Species","/taxon/urn:lsid:ipni.org:","826532-1","Halesia macgregorii"
1,"W.W.Sm.","Plantae","Helicia shweliensis","Species","/taxon/urn:lsid:ipni.org:","704497-1","Helicia shweliensis"
1,"Merr.","Plantae","Heritiera parvifolia","Species","/taxon/urn:lsid:ipni.org:","823580-1","Heritiera parvifolia"
1,"(Merr.) Sleumer","Plantae","Hydnocarpus hainanensis","Species","/taxon/urn:lsid:ipni.org:","365623-1","Hydnocarpus hainanensis"
1,"(A.Murray bis) Carrière","Plantae","Keteleeria fortunei","Species","/taxon/urn:lsid:ipni.org:","262404-1","Keteleeria fortunei"
1,"S.S.Chien & W.C.Cheng","Plantae","Litsea auriculata","Species","/taxon/urn:lsid:ipni.org:","465522-1","Litsea auriculata"
1,"P.Y.Pai & P.H.Huang","Plantae","Litsea dilleniifolia","Species","/taxon/urn:lsid:ipni.org:","465639-1","Litsea dilleniifolia"
1,"Chun & F.C.How","Plantae","Madhuca hainanensis","Species","/taxon/urn:lsid:ipni.org:","787485-1","Madhuca hainanensis"
1,"W.C.Cheng","Plantae","Magnolia amoena","Species","/taxon/urn:lsid:ipni.org:","554632-1","Magnolia amoena"
1,"E.H.Wilson","Plantae","Magnolia cylindrica","Species","/taxon/urn:lsid:ipni.org:","554671-1","Magnolia cylindrica"
1,"Dunn","Plantae","Magnolia henryi","Species","/taxon/urn:lsid:ipni.org:","554732-1","Magnolia henryi"
1,"W.W.Sm.","Plantae","Magnolia rostrata","Species","/taxon/urn:lsid:ipni.org:","554827-1","Magnolia rostrata"
1,"W.C.Cheng","Plantae","Magnolia zenii","Species","/taxon/urn:lsid:ipni.org:","554885-1","Magnolia zenii"
1,"(Hu & W.C.Cheng) V.S.Kumar","Plantae","Magnolia grandis","Species","/taxon/urn:lsid:ipni.org:","77074656-1","Magnolia grandis"
1,"Y.H.Li","Plantae","Myristica yunnanensis","Species","/taxon/urn:lsid:ipni.org:","586374-1","Myristica yunnanensis"
1,"Hemsl. & E.H.Wilson","Plantae","Ormosia hosiei","Species","/taxon/urn:lsid:ipni.org:","510726-1","Ormosia hosiei"
1,"Merr. & Chun ex H.Y.Chen","Plantae","Ormosia howii","Species","/taxon/urn:lsid:ipni.org:","510727-1","Ormosia howii"
1,"Hu","Plantae","Pellacalyx yunnanensis","Species","/taxon/urn:lsid:ipni.org:","719794-1","Pellacalyx yunnanensis"
1,"(Hemsl.) Y.C.Yang","Plantae","Phoebe bournei","Species","/taxon/urn:lsid:ipni.org:","468305-1","Phoebe bournei"
1,"C.Pei","Plantae","Premna szemaoensis","Species","/taxon/urn:lsid:ipni.org:","864448-1","Premna szemaoensis"
1,"C.Y.Wu ex H.H.Hsue","Plantae","Pterospermum kingtungense","Species","/taxon/urn:lsid:ipni.org:","824771-1","Pterospermum kingtungense"
1,"H.H.Hsue","Plantae","Pterospermum menglunense","Species","/taxon/urn:lsid:ipni.org:","824785-1","Pterospermum menglunense"
1,"H.H.Hsue","Plantae","Pterospermum yunnanense","Species","/taxon/urn:lsid:ipni.org:","824821-1","Pterospermum yunnanense"
1,"Diels ex Perkins","Plantae","Pterostyrax psilophyllus","Species","/taxon/urn:lsid:ipni.org:","826659-1","Pterostyrax psilophyllus"
1,"Chun","Plantae","Reevesia rotundifolia","Species","/taxon/urn:lsid:ipni.org:","824865-1","Reevesia rotundifolia"
1,"(Franch.) W.W.Sm.","Plantae","Rhododendron cyanocarpum","Species","/taxon/urn:lsid:ipni.org:","332285-1","Rhododendron cyanocarpum"
1,"Balf.f.","Plantae","Rhododendron fictolacteum","Species","/taxon/urn:lsid:ipni.org:","332421-1","Rhododendron fictolacteum"
1,"H.Lév.","Plantae","Rhododendron rex","Species","/taxon/urn:lsid:ipni.org:","333220-1","Rhododendron rex"
1,"Oliv.","Plantae","Tapiscia sinensis","Species","/taxon/urn:lsid:ipni.org:","785349-1","Tapiscia sinensis"
1,"Downie","Plantae","Tsuga forrestii","Species","/taxon/urn:lsid:ipni.org:","677218-1","Tsuga forrestii"
1,"W.C.Cheng","Plantae","Ulmus chenmoui","Species","/taxon/urn:lsid:ipni.org:","77099084-1","Ulmus chenmoui"
1,"L.K.Fu & C.S.Ding","Plantae","Ulmus elongata","Species","/taxon/urn:lsid:ipni.org:","837135-1","Ulmus elongata"
1,"W.C.Cheng","Plantae","Ulmus gaussenii","Species","/taxon/urn:lsid:ipni.org:","837137-1","Ulmus gaussenii"
1,"Blanco","Plantae","Vatica mangachapoi","Species","/taxon/urn:lsid:ipni.org:","321669-1","Vatica mangachapoi"
1,"Chun","Plantae","Zenia insignis","Species","/taxon/urn:lsid:ipni.org:","525924-1","Zenia insignis"
1,"W.L.Huang, Y.L.Tu & S.Z.Fang","Plantae","Abies fanjingshanensis","Species","/taxon/urn:lsid:ipni.org:","903410-1","Abies fanjingshanensis"
1,"Y.Wan & S.Z.Huang","Plantae","Camellia pubipetala","Species","/taxon/urn:lsid:ipni.org:","899404-1","Camellia pubipetala"
1,"Martínez","Plantae","Picea chihuahuana","Species","/taxon/urn:lsid:ipni.org:","195867-2","Picea chihuahuana"
1,"Jans.-Jac.","Plantae","Duguetia schulzii","Species","/taxon/urn:lsid:ipni.org:","72909-1","Duguetia schulzii"
1,"Maguire","Plantae","Styrax tafelbergensis","Species","/taxon/urn:lsid:ipni.org:","247720-2","Styrax tafelbergensis"
1,"Uittien","Plantae","Apeiba intermedia","Species","/taxon/urn:lsid:ipni.org:","309774-2","Apeiba intermedia"
1,"(Mez) C.K.Allen","Plantae","Endlicheria punctulata","Species","/taxon/urn:lsid:ipni.org:","90979-2","Endlicheria punctulata"
1,"(Meisn.) Taub. ex Mez","Plantae","Mezilaurus ita-uba","Species","/taxon/urn:lsid:ipni.org:","158649-2","Mezilaurus ita-uba"
1,"(Nees & Mart.) Mez","Plantae","Ocotea aciphylla","Species","/taxon/urn:lsid:ipni.org:","171499-2","Ocotea aciphylla"
1,"Kunth","Plantae","Ocotea cymbarum","Species","/taxon/urn:lsid:ipni.org:","467239-1","Ocotea cymbarum"
1,"(Rich.) Nees","Plantae","Ocotea puberula","Species","/taxon/urn:lsid:ipni.org:","1032261-2","Ocotea puberula"
1,"Jacq.","Plantae","Tabernaemontana persicariifolia","Species","/taxon/urn:lsid:ipni.org:","82285-1","Tabernaemontana persicariifolia"
1,"Gamble","Plantae","Memecylon lawsonii","Species","/taxon/urn:lsid:ipni.org:","571632-1","Memecylon lawsonii"
1,"Steenis","Plantae","Nothofagus stylosa","Species","/taxon/urn:lsid:ipni.org:","930272-1","Nothofagus stylosa"
1,"(Bedd.) Bedd.","Plantae","Byrsophyllum tetrandrum","Species","/taxon/urn:lsid:ipni.org:","745209-1","Byrsophyllum tetrandrum"
1,"Bedd.","Plantae","Elaeocarpus venustus","Species","/taxon/urn:lsid:ipni.org:","833992-1","Elaeocarpus venustus"
1,"Bedd.","Plantae","Eugenia floccosa","Species","/taxon/urn:lsid:ipni.org:","594449-1","Eugenia floccosa"
1,"Ahrendt","Plantae","Berberis nilghiriensis","Species","/taxon/urn:lsid:ipni.org:","106936-1","Berberis nilghiriensis"
1,"Martínez","Plantae","Juniperus comitana","Species","/taxon/urn:lsid:ipni.org:","132464-2","Juniperus comitana"
1,"Steyerm.","Plantae","Juniperus standleyi","Species","/taxon/urn:lsid:ipni.org:","132539-2","Juniperus standleyi"
1,"Standl. & L.O.Williams","Plantae","Terminalia bucidoides","Species","/taxon/urn:lsid:ipni.org:","250543-2","Terminalia bucidoides"
1,"(Marais) Lowry & G.M.Plunkett","Plantae","Polyscias rodriguesiana","Species","/taxon/urn:lsid:ipni.org:","77107107-1","Polyscias rodriguesiana"
1,"Guill. & Perr.","Plantae","Dalbergia melanoxylon","Species","/taxon/urn:lsid:ipni.org:","490328-1","Dalbergia melanoxylon"
1,"(Bedd. ex King) Warb.","Plantae","Gymnacranthera canarica","Species","/taxon/urn:lsid:ipni.org:","585674-1","Gymnacranthera canarica"
1,"(Dyer) Brandis","Plantae","Hopea helferi","Species","/taxon/urn:lsid:ipni.org:","320910-1","Hopea helferi"
1,"Cuatrec.","Plantae","Grias multinervia","Species","/taxon/urn:lsid:ipni.org:","113442-2","Grias multinervia"
1,"Donn.Sm.","Plantae","Lonchocarpus santarosanus","Species","/taxon/urn:lsid:ipni.org:","143375-2","Lonchocarpus santarosanus"
1,"Krug & Urb.","Plantae","Myrcia paganii","Species","/taxon/urn:lsid:ipni.org:","165870-2","Myrcia paganii"
1,"Benth.","Plantae","Inga dominicensis","Species","/taxon/urn:lsid:ipni.org:","128471-2","Inga dominicensis"
1,"Mez","Plantae","Nectandra krugii","Species","/taxon/urn:lsid:ipni.org:","310460-2","Nectandra krugii"
1,"Tul.","Plantae","Freziera cordata","Species","/taxon/urn:lsid:ipni.org:","828823-1","Freziera cordata"
1,"L.","Plantae","Cupressus sempervirens","Species","/taxon/urn:lsid:ipni.org:","261974-1","Cupressus sempervirens"
1,"(L.) Jacq.","Plantae","Swietenia mahagoni","Species","/taxon/urn:lsid:ipni.org:","1080203-2","Swietenia mahagoni"
1,"Thwaites","Plantae","Campnosperma zeylanica","Species","/taxon/urn:lsid:ipni.org:","69394-1","Campnosperma zeylanica"
1,"Thwaites","Plantae","Semecarpus gardneri","Species","/taxon/urn:lsid:ipni.org:","71231-1","Semecarpus gardneri"
1,"Thwaites","Plantae","Semecarpus moonii","Species","/taxon/urn:lsid:ipni.org:","71268-1","Semecarpus moonii"
1,"Thwaites","Plantae","Semecarpus pubescens","Species","/taxon/urn:lsid:ipni.org:","71296-1","Semecarpus pubescens"
1,"Hook.f.","Plantae","Semecarpus walkeri","Species","/taxon/urn:lsid:ipni.org:","71331-1","Semecarpus walkeri"
1,"Abeyw.","Plantae","Willughbeia cirrhifera","Species","/taxon/urn:lsid:ipni.org:","82776-1","Willughbeia cirrhifera"
1,"Gardner ex Hook.f. & Thomson","Plantae","Miliusa zeylanica","Species","/taxon/urn:lsid:ipni.org:","73965-1","Miliusa zeylanica"
1,"Hook.f. & Thomson","Plantae","Goniothalamus gardneri","Species","/taxon/urn:lsid:ipni.org:","73194-1","Goniothalamus gardneri"
1,"Thwaites","Plantae","Goniothalamus hookeri","Species","/taxon/urn:lsid:ipni.org:","73201-1","Goniothalamus hookeri"
1,"Hook.f. & Thomson","Plantae","Goniothalamus salicinus","Species","/taxon/urn:lsid:ipni.org:","73248-1","Goniothalamus salicinus"
1,"Thwaites","Plantae","Stemonoporus oblongifolius","Species","/taxon/urn:lsid:ipni.org:","321507-1","Stemonoporus oblongifolius"
1,"(Arn.) Mast.","Plantae","Elaeocarpus ceylanicus","Species","/taxon/urn:lsid:ipni.org:","833791-1","Elaeocarpus ceylanicus"
1,"(Thwaites) Trimen","Plantae","Agrostistachys hookeri","Species","/taxon/urn:lsid:ipni.org:","338293-1","Agrostistachys hookeri"
1,"(Thwaites) Hook.f.","Plantae","Chaetocarpus pubescens","Species","/taxon/urn:lsid:ipni.org:","340515-1","Chaetocarpus pubescens"
1,"Thwaites","Plantae","Hydnocarpus octandra","Species","/taxon/urn:lsid:ipni.org:","111760-1","Hydnocarpus octandra"
1,"Kosterm.","Plantae","Actinodaphne albifrons","Species","/taxon/urn:lsid:ipni.org:","462202-1","Actinodaphne albifrons"
1,"Thwaites","Plantae","Cinnamomum citriodorum","Species","/taxon/urn:lsid:ipni.org:","463371-1","Cinnamomum citriodorum"
1,"Thwaites","Plantae","Cryptocarya membranacea","Species","/taxon/urn:lsid:ipni.org:","464006-1","Cryptocarya membranacea"
1,"(Thwaites) Trimen","Plantae","Litsea nemoralis","Species","/taxon/urn:lsid:ipni.org:","465877-1","Litsea nemoralis"
1,"(Thwaites) Benth.","Plantae","Crudia zeylanica","Species","/taxon/urn:lsid:ipni.org:","489168-1","Crudia zeylanica"
1,"(Thwaites) Bedd.","Plantae","Dicellostyles axillaris","Species","/taxon/urn:lsid:ipni.org:","60458491-2","Dicellostyles axillaris"
1,"Thwaites","Plantae","Memecylon ellipticum","Species","/taxon/urn:lsid:ipni.org:","571526-1","Memecylon ellipticum"
1,"Alston","Plantae","Memecylon gracillimum","Species","/taxon/urn:lsid:ipni.org:","571577-1","Memecylon gracillimum"
1,"Thwaites","Plantae","Memecylon macrocarpum","Species","/taxon/urn:lsid:ipni.org:","571660-1","Memecylon macrocarpum"
1,"Thwaites","Plantae","Memecylon orbiculare","Species","/taxon/urn:lsid:ipni.org:","571733-1","Memecylon orbiculare"
1,"Thwaites","Plantae","Memecylon ovoideum","Species","/taxon/urn:lsid:ipni.org:","571738-1","Memecylon ovoideum"
1,"Cogn.","Plantae","Memecylon rotundatum","Species","/taxon/urn:lsid:ipni.org:","571806-1","Memecylon rotundatum"
1,"(Thwaites) Bedd.","Plantae","Byrsophyllum ellipticum","Species","/taxon/urn:lsid:ipni.org:","745208-1","Byrsophyllum ellipticum"
1,"Thwaites","Plantae","Dichilanthe zeylanica","Species","/taxon/urn:lsid:ipni.org:","748330-1","Dichilanthe zeylanica"
1,"Bedd.","Plantae","Nargedia macrocarpa","Species","/taxon/urn:lsid:ipni.org:","757040-1","Nargedia macrocarpa"
1,"Thwaites ex Hook.f.","Plantae","Psychotria glandulifera","Species","/taxon/urn:lsid:ipni.org:","762126-1","Psychotria glandulifera"
1,"Thwaites","Plantae","Psychotria plurivenia","Species","/taxon/urn:lsid:ipni.org:","763060-1","Psychotria plurivenia"
