id,full name,name author,scientific name,family,infrafamily,genus,infragenus,species,infraspecies,hybrid,hybrid genus,rank,reference,published,publishing author,published in id,author team ids,species author team ids,original remarks,bhl page,published in,bibliographic reference,bibliographic type info,citation type,reference collation,collection number,collector team,distribution,end page,geographic unit,in powo,latitude degrees,latitude minutes,latitude seconds,locality,longitude degrees,longitude minutes,longitude seconds,east or west,north or south,name status,name status bot code,name status comment,name status type,name status qualifier,original basionym,original basionym author team,original cited type,original hybrid parentage,original parent citation taxon name author team,original replaced synonym,original replaced synonym author team,original taxon distribution,original taxon name,original taxon name author team,other links,primary pagination,publication author,publication year full,publication year note,publication year text,reference remarks,remarks,secondary pagination,species author,standardised basionym author flag,standardised publication flag,standardised publishing author flag,start page,suppressed,top copy,type locations,type name,type remarks,volume
urn:lsid:ipni.org:names:77113533-1,,"Mosti, Raffaelli & Tardelli",Barleria almughsaylensis,Acanthaceae,,Barleria,,almughsaylensis,,false,false,spec.,Candollea 66(1): 192 (-197; figs. 1-3). 2011 [12 Jul 2011],2011,"Mosti, Raffaelli & Tardelli",urn:lsid:ipni.org:publications:885-2,"Tardelli@27530-1@3@aut, Mosti@38840-1@1@aut, Raffaelli@14492-1@2@aut",,,,Candollea,,,tax. nov.,66(1): 192 (-197; figs. 1-3),377,"M.Raffaelli, M.Tardelli &amp; S.Mosti","Oman (Arabian Peninsula, Asia-Temperate)",,,true,16,52,9,"Dhofar: Al Mughsayl, pochi km dopo Al Mughsayl, 111 m",53,42,9,E,N,,,,,,,,,,,,,,,,,,,2011 [12 Jul 2011],[12 Jul 2011],,,,,,,,,,false,true,holotype FT,,,
urn:lsid:ipni.org:names:77111216-1,,Champl.,Barleria cinerea,Acanthaceae,,Barleria,,cinerea,,false,false,spec.,Pl. Ecol. Evol. 144(1): 94 (map). 2011 [15 Jun 2011],2011,Champl.,urn:lsid:ipni.org:publications:20011731-1,Champl.@31936-1@1@aut,,,,Pl. Ecol. Evol.,,,tax. nov.,144(1): 94 (map),2754,Duvigneaud,"Zaïre (West-Central Tropical Africa, Africa)",,,true,,,,"District du Haut-Katanga, Kiubo",,,,,,,,,,,,,,,,,,,,,,,,2011 [15 Jun 2011],[15 Jun 2011],,,,,,,,,,false,true,holotype BRLU;isotype BR,,,
urn:lsid:ipni.org:names:60456110-2,,Champl.,Barleria cinnabarina,Acanthaceae,,Barleria,,cinnabarina,,false,false,spec.,"Pl. Ecol. Evol. 144(1): 91 (fig. 9, map). 2011 [15 Jun 2011]",2011,Champl.,urn:lsid:ipni.org:publications:20011731-1,Champl.@31936-1@1@aut,,,,Pl. Ecol. Evol.,,,tax. nov.,"144(1): 91 (fig. 9, map)",7153,Pauwels,"Zaïre (West-Central Tropical Africa, Africa)",,,true,,,,"District du Haut Katanga, Mitwaba-Manono",,,,,,,,,,,,,,,,,,,,,,,,2011 [15 Jun 2011],[15 Jun 2011],,,,,,,,,,false,true,holotype BR;isotype CAS;isotype K;isotype MO,,,
urn:lsid:ipni.org:names:77107540-1,,Malombe & I.Darbysh.,Barleria compacta,Acanthaceae,,Barleria,,compacta,,false,false,spec.,"Kew Bull. 65(3): 445 (443-447; fig. 1, map). 2011 [2010 publ. Jan 2011]",2011,Malombe & I.Darbysh.,urn:lsid:ipni.org:publications:987-2,"I.Darbysh.@20004449-2@2@aut, Malombe@20008570-1@1@aut",,,,Kew Bull.,,,tax. nov.,"65(3): 445 (443-447; fig. 1, map)",1161,Popov,"Somalia (Northeast Tropical Africa, Africa)",,,true,,,,30 (?) miles N of B. Kassia,,,,,,,,,,,,,,,,,,,,,,,,2011 [2010 publ. Jan 2011],[2010 publ. Jan 2011],,,,,,,,,,false,true,holotype EA;isotype K,,,
urn:lsid:ipni.org:names:77111213-1,,Champl.,Barleria glutinosa,Acanthaceae,,Barleria,,glutinosa,,false,false,spec.,Pl. Ecol. Evol. 144(1): 85 (map). 2011 [15 Jun 2011],2011,Champl.,urn:lsid:ipni.org:publications:20011731-1,Champl.@31936-1@1@aut,,,,Pl. Ecol. Evol.,,,tax. nov.,144(1): 85 (map),46,Kisimba &amp; Muzinga,"Zaïre (West-Central Tropical Africa, Africa);Zambia (South Tropical Africa, Africa);",,,true,,,,"District du Haut-Katanga, Mt Mumbwelume, 1820 m",,,,,,,,,,,,,,,,,,,,,,,,2011 [15 Jun 2011],[15 Jun 2011],,,,,,,,,,false,true,holotype BR;isotype CAS;isotype EA;isotype K;isotype LISC;isotype MO,,,
urn:lsid:ipni.org:names:77111214-1,,Champl.,Barleria lobelioides,Acanthaceae,,Barleria,,lobelioides,,false,false,spec.,"Pl. Ecol. Evol. 144(1): 89 (fig. 7, map). 2011 [15 Jun 2011]",2011,Champl.,urn:lsid:ipni.org:publications:20011731-1,Champl.@31936-1@1@aut,,,,Pl. Ecol. Evol.,,,tax. nov.,"144(1): 89 (fig. 7, map)",515,Malaisse &amp; Goetghebeur,"Zaïre (West-Central Tropical Africa, Africa)",,,true,,,,"District du Haut-Katanga, Fungurume, 1300 m",,,,,,,,,,,,,,,,,,,,,,,,2011 [15 Jun 2011],[15 Jun 2011],,,,,,,,,,false,true,holotype BR;isotype B;isotype C;isotype CAS;isotype K;isotype LISC;isotype MO;isotype P;isotype UPS;isotype WAG,,,
urn:lsid:ipni.org:names:60456109-2,,Champl.,Barleria obtecta,Acanthaceae,,Barleria,,obtecta,,false,false,spec.,"Pl. Ecol. Evol. 144(1): 87 (fig. 1, map). 2011 [15 Jun 2011]",2011,Champl.,urn:lsid:ipni.org:publications:20011731-1,Champl.@31936-1@1@aut,,,,Pl. Ecol. Evol.,,,tax. nov.,"144(1): 87 (fig. 1, map)",730,Desenfans,"Zaïre (West-Central Tropical Africa, Africa)",,,true,,,,"District du Haut-Katanga, Mitwaba",,,,,,,,,,,,,,,,,,,,,,,,2011 [15 Jun 2011],[15 Jun 2011],,,,,,,,,,false,true,holotype BRLU,,,
urn:lsid:ipni.org:names:77111215-1,,Champl.,Barleria pauciflora,Acanthaceae,,Barleria,,pauciflora,,false,false,spec.,"Pl. Ecol. Evol. 144(1): 92 (fig. 10, map). 2011 [15 Jun 2011]",2011,Champl.,urn:lsid:ipni.org:publications:20011731-1,Champl.@31936-1@1@aut,,,,Pl. Ecol. Evol.,,,tax. nov.,"144(1): 92 (fig. 10, map)",,Malaisse &amp; Goetghebeur,"Zaïre (West-Central Tropical Africa, Africa)",,,false,,,,"District du Haut-Katanga, chutes Dikolongo, près de Lubudi, 1230 m",,,,,,nom. illeg. later homonym,,,nom. illeg.,,,,,,,,,,,,,,,2011 [15 Jun 2011],[15 Jun 2011],,,,,,,,,,false,true,holotype BR;isotype B;isotype CAS;isotype K;isotype MO;isotype P;isotype WAG,,,
urn:lsid:ipni.org:names:60456108-2,,Champl.,Barleria sceptrum-katanganum,Acanthaceae,,Barleria,,sceptrum-katanganum,,false,false,spec.,"Pl. Ecol. Evol. 144(1): 87 (-88, fig. 5). 2011 [15 Jun 2011]",2011,Champl.,urn:lsid:ipni.org:publications:20011731-1,Champl.@31936-1@1@aut,,,,Pl. Ecol. Evol.,,,tax. nov.,"144(1): 87 (-88, fig. 5)",3676 Ac3,Duvigneaud,"Zaïre (West-Central Tropical Africa, Africa);Zambia (South Tropical Africa, Africa);",,,true,,,,"District Haut-Katanga, Dubié",,,,,,,,,,,,,,,,,,,,,,,,2011 [15 Jun 2011],[15 Jun 2011],,,,,,,,,,false,true,holotype BRLU;isotype BR;isotype K,,,
urn:lsid:ipni.org:names:77115889-1,,I.Darbysh.,Barleria superata,Acanthaceae,,Barleria,,superata,,false,false,spec.,Pl. Ecol. Evol. 144(3): 368 (–370; fig. 1). 2011,2011,I.Darbysh.,urn:lsid:ipni.org:publications:20011731-1,I.Darbysh.@20004449-2@1@aut,,,,Pl. Ecol. Evol.,,,tax. nov.,144(3): 368 (–370; fig. 1),10313,Reekmans,"Burundi (West-Central Tropical Africa, Africa)",,,true,,,,"Prov. Bururi, Gisikara, escarpement de Rutana",,,,,,,,,,,,,,,,,,,,,,,,2011,,,,doi:10.5091/plecevo.2011.445,,,,,,,false,true,holotype BR;isotype EA;isotype K;isotype MO,,,
