id,full name,name author,scientific name,family,infrafamily,genus,infragenus,species,infraspecies,hybrid,hybrid genus,rank,reference,published,publishing author,published in id,author team ids,species author team ids,original remarks,bhl page,published in,bibliographic reference,bibliographic type info,citation type,reference collation,collection number,collector team,distribution,end page,geographic unit,in powo,latitude degrees,latitude minutes,latitude seconds,locality,longitude degrees,longitude minutes,longitude seconds,east or west,north or south,name status,name status bot code,name status comment,name status type,name status qualifier,original basionym,original basionym author team,original cited type,original hybrid parentage,original parent citation taxon name author team,original replaced synonym,original replaced synonym author team,original taxon distribution,original taxon name,original taxon name author team,other links,primary pagination,publication author,publication year full,publication year note,publication year text,reference remarks,remarks,secondary pagination,species author,standardised basionym author flag,standardised publication flag,standardised publishing author flag,start page,suppressed,top copy,type locations,type name,type remarks,volume
urn:lsid:ipni.org:names:20007841-1,,H.P.Tsui,Adenacanthus longispicus,Acanthaceae,,Adenacanthus,,longispicus,,false,false,spec.,Fl. Reipubl. Popularis Sin. 70: 348 (2002).,2002,H.P.Tsui,urn:lsid:ipni.org:publications:2186-2,H.P.Tsui@13819-1@1@aut,,,,Fl. Reipubl. Popularis Sin.,,,tax. nov.,70: 348 (2002),3793,Exped. Pl. Drung Jiang,China South-Central (Yunnan),,,true,,,,"Gongshan Xian, 1380m",,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,false,true,holotype KUN,,,
urn:lsid:ipni.org:names:77122651-1,,R.J.A.Puente,Asystasia noliae,Acanthaceae,,Asystasia,,noliae,,false,false,spec.,Centro Agric. 29(2): 86. 2002,2002,R.J.A.Puente,urn:lsid:ipni.org:publications:20014497-1,R.J.A.Puente@20020192-1@1@aut,,,,Centro Agric.,,,tax. nov.,29(2): 86,5105,Álvarez Puente,"Cuba (Caribbean, Southern America)",,,true,,,,"Provincia de Pinar del Río, Bahía Honda, Cafetales de Rancho Canelo",,,,,,nom. inval.    without latin description,,,nom. inval.,,,,,,,,,,,,,,,2002,,,,,,,,,,,false,true,"holotype Herb. Acad. Ciencias, Cuba;isotype Herb. Jard. Bot. Nac.;isotype Herb. Inst. Invest. Fundam. Agric. Trop.;isotype Herb. Fac. Montaña Escambray",,,
urn:lsid:ipni.org:names:20007840-1,,H.P.Tsui,Barleria purpureosepala,Acanthaceae,,Barleria,,purpureosepala,,false,false,spec.,Fl. Reipubl. Popularis Sin. 70: 348 (2002).,2002,H.P.Tsui,urn:lsid:ipni.org:publications:2186-2,H.P.Tsui@13819-1@1@aut,,,,Fl. Reipubl. Popularis Sin.,,,tax. nov.,70: 348 (2002),80513,C.W.Wang,China South-Central (Yunnan),,,true,,,,"Zhengyue, now Mengla Xian, 900m",,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,false,true,holotype PE,,,
urn:lsid:ipni.org:names:20007286-1,,Vollesen,Blepharis petraea,Acanthaceae,,Blepharis,,petraea,,false,false,spec.,Kew Bull. 57(2): 454. 2002 [7 Aug 2002],2002,Vollesen,urn:lsid:ipni.org:publications:987-2,Vollesen@11256-1@1@aut,,,,Kew Bull.,,,tax. nov.,57(2): 454,4737,Bidgood; Leliyo; Vollesen,Tanzania,,,true,,,,"Mpanda Distr., 42km on Uvinza-Mpanda road",,,,,,,,,,,,,,,,,,,,,,,,2002 [7 Aug 2002],[7 Aug 2002],,,,,,,,,,false,true,holotype K;isotype BR;isotype C;isotype CAS;isotype DSM;isotype EA;isotype ETH;isotype K;isotype MO;isotype NHT,,,
urn:lsid:ipni.org:names:20007284-1,,Vollesen,Blepharis spinescens,Acanthaceae,,Blepharis,,spinescens,,false,false,spec.,Kew Bull. 57(2): 451. 2002 [7 Aug 2002],2002,Vollesen,urn:lsid:ipni.org:publications:987-2,Vollesen@11256-1@1@aut,,,,Kew Bull.,,,tax. nov.,57(2): 451,10111,Thulin; Dahir; Osman,Somalia,,,true,,,,"Bari Region, WSW of Tisjiic Village",,,,,,,,,,,,,,,,,,,,,,,,2002 [7 Aug 2002],[7 Aug 2002],,,,,,,,,,false,true,holotype UPS;isotype K,,,
urn:lsid:ipni.org:names:20007285-1,,Vollesen,Blepharis thulinii,Acanthaceae,,Blepharis,,thulinii,,false,false,spec.,Kew Bull. 57(2): 452. 2002 [7 Aug 2002],2002,Vollesen,urn:lsid:ipni.org:publications:987-2,Vollesen@11256-1@1@aut,,,,Kew Bull.,,,tax. nov.,57(2): 452,10635,Thulin; Dahir; Khalid; Osman,Somalia,,,true,,,,"Bari Region, Garmaal",,,,,,,,,,,,,,,,,,,,,,,,2002 [7 Aug 2002],[7 Aug 2002],,,,,,,,,,false,true,holotype UPS;isotype K,,,
urn:lsid:ipni.org:names:20007895-1,,(W.W.Sm.) C.Y.Wu ex C.C.Hu,Calophanoides siccanea,Acanthaceae,,Calophanoides,,siccanea,,false,false,spec.,Fl. Reipubl. Popularis Sin. 70: 285 (2002).,2002,C.Y.Wu ex C.C.Hu,urn:lsid:ipni.org:publications:2186-2,"C.Y.Wu@11888-1@1@aut, C.C.Hu@13759-1@2@autEx, W.W.Sm.@9823-1@3@bas",,,,Fl. Reipubl. Popularis Sin.,,,comb. nov.,70: 285 (2002),,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,false,true,,,,
urn:lsid:ipni.org:names:20007896-1,,(W.W.Sm.) C.Y.Wu ex C.C.Hu,Calophanoides wardii,Acanthaceae,,Calophanoides,,wardii,,false,false,spec.,Fl. Reipubl. Popularis Sin. 70: 286 (2002).,2002,C.Y.Wu ex C.C.Hu,urn:lsid:ipni.org:publications:2186-2,"C.Y.Wu@11888-1@1@aut, W.W.Sm.@9823-1@3@bas, C.C.Hu@13759-1@2@autEx",,,,Fl. Reipubl. Popularis Sin.,,,comb. nov.,70: 286 (2002),,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,false,true,,,,
urn:lsid:ipni.org:names:20007897-1,,(W.W.Sm.) C.Y.Wu ex C.C.Hu,Calophanoides xantholeuca,Acanthaceae,,Calophanoides,,xantholeuca,,false,false,spec.,Fl. Reipubl. Popularis Sin. 70: 286 (2002).,2002,C.Y.Wu ex C.C.Hu,urn:lsid:ipni.org:publications:2186-2,"W.W.Sm.@9823-1@3@bas, C.Y.Wu@11888-1@1@aut, C.C.Hu@13759-1@2@autEx",,,,Fl. Reipubl. Popularis Sin.,,,comb. nov.,70: 286 (2002),,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,false,true,,,,
urn:lsid:ipni.org:names:20007898-1,,(W.W.Sm.) C.Y.Wu ex C.C.Hu,Calophanoides xerophila,Acanthaceae,,Calophanoides,,xerophila,,false,false,spec.,Fl. Reipubl. Popularis Sin. 70: 287 (2002).,2002,C.Y.Wu ex C.C.Hu,urn:lsid:ipni.org:publications:2186-2,"C.C.Hu@13759-1@2@autEx, W.W.Sm.@9823-1@3@bas, C.Y.Wu@11888-1@1@aut",,,,Fl. Reipubl. Popularis Sin.,,,comb. nov.,70: 287 (2002),,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,false,true,,,,
