id,full name,name author,scientific name,family,infrafamily,genus,infragenus,species,infraspecies,hybrid,hybrid genus,rank,reference,published,publishing author,published in id,author team ids,species author team ids,original remarks,bhl page,published in,bibliographic reference,bibliographic type info,citation type,reference collation,collection number,collector team,distribution,end page,geographic unit,in powo,latitude degrees,latitude minutes,latitude seconds,locality,longitude degrees,longitude minutes,longitude seconds,east or west,north or south,name status,name status bot code,name status comment,name status type,name status qualifier,original basionym,original basionym author team,original cited type,original hybrid parentage,original parent citation taxon name author team,original replaced synonym,original replaced synonym author team,original taxon distribution,original taxon name,original taxon name author team,other links,primary pagination,publication author,publication year full,publication year note,publication year text,reference remarks,remarks,secondary pagination,species author,standardised basionym author flag,standardised publication flag,standardised publishing author flag,start page,suppressed,top copy,type locations,type name,type remarks,volume
urn:lsid:ipni.org:names:70028807-1,,(T.Anderson) W.J.Kress & DeFilipps,Andrographis hygrophiloides,Acanthaceae,,Andrographis,,hygrophiloides,,false,false,spec.,Contr. U.S. Natl. Herb. 45: 483 (2003).,2003,W.J.Kress & DeFilipps,urn:lsid:ipni.org:publications:605-2,"T.Anderson@199-1@3@bas, DeFilipps@2075-1@2@aut, W.J.Kress@14782-1@1@aut",,,385097,Contr. U.S. Natl. Herb.,,,comb. nov.,45: 483 (2003),,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,,false,true,,,,
urn:lsid:ipni.org:names:77108236-1,,(Mill.) M.R.Almeida,Aphelandra arborea,Acanthaceae,,Aphelandra,,arborea,,false,false,spec.,Fl. Maharashtra 4A: 6. 2003,2003,M.R.Almeida,urn:lsid:ipni.org:publications:20000035-1,"Mill.@6485-1@2@bas, M.R.Almeida@30797-1@1@aut",,,,Fl. Maharashtra,,,comb. nov.,4A: 6,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,,false,true,,,,
urn:lsid:ipni.org:names:77108237-1,,(Vahl ex Link) M.R.Almeida,Aphelandra quadrigona,Acanthaceae,,Aphelandra,,quadrigona,,false,false,spec.,Fl. Maharashtra 4A: 6. 2003,2003,M.R.Almeida,urn:lsid:ipni.org:publications:20000035-1,"Link@22401-1@3@basEx, Vahl@28125-1@2@bas, M.R.Almeida@30797-1@1@aut",,,,Fl. Maharashtra,,,comb. nov.,4A: 6,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,,false,true,,,,
urn:lsid:ipni.org:names:77108240-1,,(Lour.) M.R.Almeida,Bremekampia spinosa,Acanthaceae,,Bremekampia,,spinosa,,false,false,spec.,Fl. Maharashtra 4A: 21. 2003,2003,M.R.Almeida,urn:lsid:ipni.org:publications:20000035-1,"M.R.Almeida@30797-1@1@aut, Lour.@22557-1@2@bas",,,,Fl. Maharashtra,,,comb. nov.,4A: 21,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,as Bremekempia spinosus,,,,,,,false,true,,,,
urn:lsid:ipni.org:names:327077-2,,T.F.Daniel,Carlowrightia venturae,Acanthaceae,,Carlowrightia,,venturae,,false,false,spec.,Novon 13(1): 37 (-40; figs. 1-3). 2003 [25 Mar 2003],2003,T.F.Daniel,urn:lsid:ipni.org:publications:14256-2,T.F.Daniel@12125-1@0@aut,,,643207,Novon,,,tax. nov.,13(1): 37 (-40; figs. 1-3),9336,"E.Ventura, E.López P.","Mun. Victoria, Cerro de la Luz, camino a Xichú, 1800 m, Guanajuato (Mexico, Northern America)",,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003 [25 Mar 2003],[25 Mar 2003],,,,,,,,,,false,true,holotype IEB;isotype CAS,,,
urn:lsid:ipni.org:names:50425779-2,,Ensermu,Dicliptera minutifolia,Acanthaceae,,Dicliptera,,minutifolia,,false,false,spec.,Kew Bull. 58(3): 703. 2003 [26 Nov 2003],2003,Ensermu,urn:lsid:ipni.org:publications:987-2,Ensermu@14302-1@1@aut,,,,Kew Bull.,,,tax. nov.,58(3): 703,2771,Sebsebe; Ensermu,"Ethiopia (Northeast Tropical Africa, Africa)",,,true,4,55,,"Sidamo, 63km from Bokol Mayo towards Filtu, 870m",40,57,,E,N,,,,,,,,,,,,,,,,,,,2003 [26 Nov 2003],[26 Nov 2003],,,,,,,,,,false,true,holotype ETH;isotype K,,,
urn:lsid:ipni.org:names:60426505-2,,Champl. & Lejoly,Dischistocalyx alternifolius,Acanthaceae,,Dischistocalyx,,alternifolius,,false,false,spec.,Syst. & Geogr. Pl. 73(2): 212 (2003).,2003,Champl. & Lejoly,urn:lsid:ipni.org:publications:20000074-1,"Champl.@31936-1@1@aut, Lejoly@22222-1@2@aut",,,,Syst. & Geogr. Pl.,,,tax. nov.,73(2): 212 (2003),01/77,Lejoly,"Equatorial Guinea (West-Central Tropical Africa, Africa)",,,true,,,,Sendje-Ongamnsok,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,,false,true,holotype BRLU;isotype BR,,,
urn:lsid:ipni.org:names:60426504-2,,Champl. & Ngok,Dischistocalyx lithicola,Acanthaceae,,Dischistocalyx,,lithicola,,false,false,spec.,Syst. & Geogr. Pl. 73(2): 212 (2003).,2003,Champl. & Ngok,urn:lsid:ipni.org:publications:20000074-1,"Champl.@31936-1@1@aut, Ngok@20000088-2@2@aut",,,,Syst. & Geogr. Pl.,,,tax. nov.,73(2): 212 (2003),232,Ngok Banak,"Gabon (West-Central Tropical Africa, Africa);Equatorial Guinea (West-Central Tropical Africa, Africa);",,,true,,,,"inselberg Milobo, WNW of Mbé Akélayong, prov. du Woleu-Ntem, 700m",,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,,false,true,holotype BRLU;isotype BR;isotype LBV,,,
urn:lsid:ipni.org:names:327427-2,,Wassh. & J.R.I.Wood,Dyschoriste axillaris,Acanthaceae,,Dyschoriste,,axillaris,,false,false,spec.,Brittonia 55(1): 11 (-13; fig. 1). 2003 [11 Jun 2003],2003,Wassh. & J.R.I.Wood,urn:lsid:ipni.org:publications:561-2,"J.R.I.Wood@12313-1@1@aut, Wassh.@11421-1@0@aut",,,,Brittonia,,,tax. nov.,55(1): 11 (-13; fig. 1),15324,"J.R.I.Wood, D.J.Goyder, M.Serrano","Azurduy, in the gorge below La Angostura, ca. 6 km below Azurduy, 2350 m, Chuquisaca (Bolivia, Western South America, Southern America)",,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003 [11 Jun 2003],[11 Jun 2003],,,,,,,,,,false,true,holotype K;isotype LPB;isotype US,,,
urn:lsid:ipni.org:names:327428-2,,Wassh. & J.R.I.Wood,Dyschoriste boliviana,Acanthaceae,,Dyschoriste,,boliviana,,false,false,spec.,Brittonia 55(1): 13 (-15; fig. 2). 2003 [11 Jun 2003],2003,Wassh. & J.R.I.Wood,urn:lsid:ipni.org:publications:561-2,"Wassh.@11421-1@0@aut, J.R.I.Wood@12313-1@1@aut",,,,Brittonia,,,tax. nov.,55(1): 13 (-15; fig. 2),15819,"J.R.I.Wood, D.J.Goyder","on road from Padcaya to Charaguani, 2100 m, Tarija (Bolivia, Western South America, Southern America)",,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003 [11 Jun 2003],[11 Jun 2003],,,,,,,,,,false,true,holotype K;isotype BOL;isotype LPB;isotype UCZ;isotype US,,,
urn:lsid:ipni.org:names:327430-2,,Wassh. & J.R.I.Wood,Dyschoriste ceciliae,Acanthaceae,,Dyschoriste,,ceciliae,,false,false,spec.,Brittonia 55(1): 18 (fig. 4). 2003 [11 Jun 2003],2003,Wassh. & J.R.I.Wood,urn:lsid:ipni.org:publications:561-2,"J.R.I.Wood@12313-1@1@aut, Wassh.@11421-1@0@aut",,,,Brittonia,,,tax. nov.,55(1): 18 (fig. 4),8077,S.Venturi,"Camp Quijano, Rosario de Lerma, 1600 m, Salta (Argentina)",,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003 [11 Jun 2003],[11 Jun 2003],,,Name of the epithet honoree not mentioned,,,,,,,false,true,holotype US;isotype CAS;isotype K,,,
urn:lsid:ipni.org:names:77108245-1,,(J.G.Klein ex Schult.) M.R.Almeida,Dyschoriste mysorensis,Acanthaceae,,Dyschoriste,,mysorensis,,false,false,spec.,Fl. Maharashtra 4A: 32. 2003,2003,M.R.Almeida,urn:lsid:ipni.org:publications:20000035-1,"Schult.@9288-1@3@basEx, M.R.Almeida@30797-1@1@aut, J.G.Klein@20018623-1@2@bas",,,,Fl. Maharashtra,,,comb. nov.,4A: 32,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,,false,true,,,,
