id,full name,name author,scientific name,family,infrafamily,genus,infragenus,species,infraspecies,hybrid,hybrid genus,rank,reference,published,publishing author,published in id,author team ids,species author team ids,original remarks,bhl page,published in,bibliographic reference,bibliographic type info,citation type,reference collation,collection number,collector team,distribution,end page,geographic unit,in powo,latitude degrees,latitude minutes,latitude seconds,locality,longitude degrees,longitude minutes,longitude seconds,east or west,north or south,name status,name status bot code,name status comment,name status type,name status qualifier,original basionym,original basionym author team,original cited type,original hybrid parentage,original parent citation taxon name author team,original replaced synonym,original replaced synonym author team,original taxon distribution,original taxon name,original taxon name author team,other links,primary pagination,publication author,publication year full,publication year note,publication year text,reference remarks,remarks,secondary pagination,species author,standardised basionym author flag,standardised publication flag,standardised publishing author flag,start page,suppressed,top copy,type locations,type name,type remarks,volume
urn:lsid:ipni.org:names:60441737-2,,Profice,Aphelandra grazielae,Acanthaceae,,Aphelandra,,grazielae,,false,false,spec.,Acta Bot. Brasil. 19(4): 769 (-770; figs. 1-9). 2005 [Dec ? 2005],2005,Profice,urn:lsid:ipni.org:publications:1225-2,Profice@25116-1@1@aut,,,,Acta Bot. Brasil.,,,tax. nov.,19(4): 769 (-770; figs. 1-9),2930,H. Q. Boudet Fernades et al.,"Espirito Santo (Brazil, Southern America)",,,true,19,53,,"Mun. de Ibiraçu, Estaçao Ecológica do Morro da Vargem",40,23,,W,S,,,,,,,,,,,,,,,,,,,2005 [Dec ? 2005],[Dec ? 2005],,,specific name honors: Graziela Maciel Barroso (1912-2003).,,,,,,,false,true,holotype MBML;isotype RB;isotype SPF;isotype UEC;isotype VIES,,,
urn:lsid:ipni.org:names:60441738-2,,Profice,Aphelandra hymenobracteata,Acanthaceae,,Aphelandra,,hymenobracteata,,false,false,spec.,Acta Bot. Brasil. 19(4): 770 (figs. 10-16). 2005 [Dec ? 2005],2005,Profice,urn:lsid:ipni.org:publications:1225-2,Profice@25116-1@1@aut,,,,Acta Bot. Brasil.,,,tax. nov.,19(4): 770 (figs. 10-16),129,W. Piziolo,"Espirito Santo (Brazil, Southern America)",,,true,,,,"Santa Teresa, Alto do Juliao",,,,,,,,,,,,,,,,,,,,,,,,2005 [Dec ? 2005],[Dec ? 2005],,,,,,,,,,false,true,holotype MBML;isotype RB,,,
urn:lsid:ipni.org:names:60438529-2,,T.F.Daniel,Aphelandra molinae,Acanthaceae,,Aphelandra,,molinae,,false,false,spec.,Contr. Univ. Michigan Herb. 24: 62 (-64; fig. 4). 2005 [7 Feb 2005],2005,T.F.Daniel,urn:lsid:ipni.org:publications:1151-2,T.F.Daniel@12125-1@1@aut,,,12697899,Contr. Univ. Michigan Herb.,,,tax. nov.,24: 62 (-64; fig. 4),9885,T. F. Daniel &amp; J. Araque Molina,"Honduras (Central America, Southern America)",,,true,14,33,,"Lempira: Parque Nacional de Celaque, ca. 7 km W of Gracias, summit trail from visitor center to Las Minas, alt. 1500 m",88,38,,W,N,,,,,,,,,,,,,,,,,,,2005 [7 Feb 2005],[7 Feb 2005],,,,,,,,,,false,true,holotype CAS;isotype EAP;isotype MICH;isotype MO;isotype TEFH,,,
urn:lsid:ipni.org:names:60441739-2,,Profice,Aphelandra wasshausenii,Acanthaceae,,Aphelandra,,wasshausenii,,false,false,spec.,Acta Bot. Brasil. 19(4): 770 (774; figs. 17-22). 2005 [Dec ? 2005],2005,Profice,urn:lsid:ipni.org:publications:1225-2,Profice@25116-1@1@aut,,,,Acta Bot. Brasil.,,,tax. nov.,19(4): 770 (774; figs. 17-22),377,"M. F. Vieira, W. N. Vidal, M. R. R. Vidal &amp; M. F. Soares","Minas Gerais (Brazil, Southern America)",,,true,,,,"Araponga, estouro, caminho da pedra do Boné",,,,,,,,,,,,,,,,,,,,,,,,2005 [Dec ? 2005],[Dec ? 2005],,,specific name honors: Dieter Carl Wasshausen (1938-).,,,,,,,false,true,holotype VIC,,,
urn:lsid:ipni.org:names:77067569-1,,Champl.,Duosperma clarae,Acanthaceae,,Duosperma,,clarae,,false,false,spec.,"Syst. & Geogr. Pl. 75(1): 52 (51-60; figs. 1-3, map, photos). 2005 [20 Jul 2005]",2005,Champl.,urn:lsid:ipni.org:publications:20000074-1,Champl.@31936-1@1@aut,,,,Syst. & Geogr. Pl.,,,tax. nov.,"75(1): 52 (51-60; figs. 1-3, map, photos)",4434,Schaijes,"Zaïre (West-Central Tropical Africa, Africa)",,,true,,,,"Katanga, 1350km du début de la piste Allard, à 3,3km N de Kyamasumba, à l'W de la piste Kyamasumba-Wakipinji, 1047m",,,,,,,,,,,,,,,,,,,,,,,,2005 [20 Jul 2005],[20 Jul 2005],,,,,,,,,,false,true,holotype BR;isotype K,,,
urn:lsid:ipni.org:names:77071690-1,,Thulin,Dyschoriste bayensis,Acanthaceae,,Dyschoriste,,bayensis,,false,false,spec.,Nordic J. Bot. 23(5): 519 (-521; fig. 1). 2005 [22 Dec 2005],2005,Thulin,urn:lsid:ipni.org:publications:2633-2,Thulin@10645-1@1@aut,,,,Nordic J. Bot.,,,tax. nov.,23(5): 519 (-521; fig. 1),7554,"Thulin, Hedrén &amp; A.Dahir","Somalia (Northeast Tropical Africa, Africa)",,,true,2,48,,"Bay Region, Buurhakaba",44,4,,E,N,,,,,,,,,,,,,,,,,,,2005 [22 Dec 2005],[22 Dec 2005],,,,,,,,,,false,true,holotype UPS;isotype FT;isotype K,,,
urn:lsid:ipni.org:names:77071691-1,,Thulin,Dyschoriste miskatensis,Acanthaceae,,Dyschoriste,,miskatensis,,false,false,spec.,Nordic J. Bot. 23(5): 521 (-522; fig. 2). 2005,2005,Thulin,urn:lsid:ipni.org:publications:2633-2,Thulin@10645-1@1@aut,,,,Nordic J. Bot.,,,tax. nov.,23(5): 521 (-522; fig. 2),6068,Thulin &amp; Warfa,"Somalia (Northeast Tropical Africa, Africa)",,,true,,,,"Bari Region, Cal Miskaat (Al Miskat) Mts, between Toh and Bahaya, 11°18-24'N, 49°49-50'E",,,,,N,,,,,,,,,,,,,,,,,,,2005,,,,,,,,,,,false,true,holotype UPS;isotype K,,,
urn:lsid:ipni.org:names:60440223-2,,T.F.Daniel,Justicia ciriloi,Acanthaceae,,Justicia,,ciriloi,,false,false,spec.,Contr. Univ. Michigan Herb. 24: 74. 2005 [7 Feb 2005],2005,T.F.Daniel,urn:lsid:ipni.org:publications:1151-2,T.F.Daniel@12125-1@1@aut,,,12697911,Contr. Univ. Michigan Herb.,,,nom. nov.,24: 74,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005 [7 Feb 2005],[7 Feb 2005],,,"non H. blechioides (Lindau) Stearn (1971).  Specific name honors: Cirilo H. Nelson (1938-), Honduras",,,,,,,false,true,,,,
urn:lsid:ipni.org:names:77071777-1,,N.H.Xia & Y.F.Deng,Justicia demissa,Acanthaceae,,Justicia,,demissa,,false,false,spec.,J. Trop. Subtrop. Bot. 13(6): 534. 2005 [Nov 2005],2005,N.H.Xia & Y.F.Deng,urn:lsid:ipni.org:publications:18261-2,"Y.F.Deng@39880-1@2@aut, N.H.Xia@36194-1@1@aut",,,,J. Trop. Subtrop. Bot.,,,nom. nov.,13(6): 534,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005 [Nov 2005],[Nov 2005],,,,,,,,,,false,true,,,,
urn:lsid:ipni.org:names:60442568-2,,"T.F.Daniel, Carnevali & Tapia",Justicia edgarcabrerae,Acanthaceae,,Justicia,,edgarcabrerae,,false,false,spec.,"Proc. Calif. Acad. Sci. ser. 4, 56(31): 611 (613-615; figs. 2-3, 5). 2005 [30 Dec 2005]",2005,"T.F.Daniel, Carnevali & Tapia",urn:lsid:ipni.org:publications:1045-2,"Tapia@20003535-1@3@aut, T.F.Daniel@12125-1@1@aut, Carnevali@14638-1@2@aut",,,,Proc. Calif. Acad. Sci.,,,tax. nov.,"ser. 4, 56(31): 611 (613-615; figs. 2-3, 5)",624,Edgar Cabrera &amp; G. Durán,"Quintana Roo (Mexico, Northern America)",,,true,,,,"brecha a Santa Cruz, 1 km S de Pedro A. Santos",,,,,,,,,,,,,,,,,,,,,,,,2005 [30 Dec 2005],[30 Dec 2005],,,,,,,,,,false,true,holotype CAS;isotype MEXU,,,
